City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
441,San Juan,AR,65.73,clear sky,-31.5375,-68.5364,Hotel Provincial
444,Nyurba,RU,64.78,few clouds,63.2842,118.3319,Gostinitsa Alrosa
445,Emet,TR,59.5,overcast clouds,39.343,29.2585,Emet Thermal Resort Spa
447,Ranchi,IN,89.71,scattered clouds,23.35,85.3333,Radisson Blu Hotel Ranchi
449,Miki,JP,73.4,few clouds,34.8,134.9833,小野向日葵ホテル
450,Bergkamen,DE,76.42,clear sky,51.6333,7.6333,Hotel am Kloster
451,Goderich,CA,53.6,broken clouds,43.7501,-81.7165,Harmony Inn
452,Hervey Bay,AU,61.03,few clouds,-25.2986,152.8535,Shelly Bay Resort
454,Amga,RU,53.58,overcast clouds,60.8953,131.9608,Algys
455,Martinsville,US,58.73,clear sky,36.6915,-79.8725,Hampton Inn Martinsville
456,Salinas,US,56.52,overcast clouds,36.6777,-121.6555,Laurel Inn & Conference Center
457,Barreirinhas,BR,82.13,broken clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
458,Bull Savanna,JM,75.51,overcast clouds,17.8868,-77.5902,Big Red's
459,Sao Gabriel Da Cachoeira,BR,74.1,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
462,Chernyshevskiy,RU,64.08,broken clouds,63.0128,112.4714,Chernyseyskiy
463,Srivardhan,IN,85.6,scattered clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
466,Newport,GB,71.06,clear sky,51.5877,-2.9984,ibis budget Newport
467,Snezhnogorsk,RU,51.8,broken clouds,69.1933,33.2531,Severnoye Siyaniye
468,Betare Oya,CM,85.87,light rain,5.6,14.0833,Auberge Tembina Betaré Oya
471,Fuyang,CN,83.1,light rain,32.9,115.8167,Fuyang Wanda Realm Hotel
473,Solnechnyy,RU,50.38,broken clouds,50.7214,136.6319,Hotel complex Pastoral
474,Ternate,ID,82.27,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
476,Vila,PT,79.74,few clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
477,Ukwa,IN,96.51,broken clouds,21.9667,80.4667,Chouksey Hotel & Rajat Transport
478,Nhulunbuy,AU,79.41,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
479,Gondar,ET,84.76,few clouds,12.6,37.4667,L Shape Hotel
482,Ondjiva,AO,84.24,clear sky,-17.0667,15.7333,SOS Motel
483,Los Angeles,US,64.53,overcast clouds,34.0522,-118.2437,Kawada Hotel
484,Tam Ky,VN,89.58,scattered clouds,15.5667,108.4833,Khách Sạn Đông Á
485,Chicama,PE,64.4,mist,-7.8447,-79.1469,Balihai Bungalows
486,Gizo,SB,81.45,light rain,-8.103,156.8419,Imagination Island
487,Derzhavinsk,KZ,89.13,clear sky,51.1,66.3167,Ooo.khim Baza
489,Siquirres,CR,80.4,broken clouds,10.0975,-83.5066,Hotel Pacuare
490,Karratha,AU,74.62,few clouds,-20.7377,116.8463,ibis Styles Karratha
491,Sorland,NO,50.07,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
494,Vestmanna,FO,53.6,overcast clouds,62.1564,-7.1664,Budget Guesthouse Borgustova
495,Dawei,MM,80.67,broken clouds,14.0833,98.2,Hotel Dawei
496,Ustrzyki Dolne,PL,54.45,broken clouds,49.4304,22.5938,Hostel Karpacki
497,Isiro,CD,90.48,broken clouds,2.7739,27.616,Guest House Hewa Bora
499,Champerico,GT,84.34,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
501,Canavieiras,BR,77.25,scattered clouds,-15.675,-38.9472,Bahiadomizil
502,Khani,GE,85.57,few clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
503,Kathu,TH,88.0,few clouds,7.9178,98.3332,Novotel Phuket Resort
506,Plouzane,FR,75.22,clear sky,48.3833,-4.6167,Carrefour Voyages Plouzané
507,Ulaangom,MN,61.7,clear sky,49.9811,92.0667,Achit Nuur Hotel & Restaurant
508,Dingli,MT,75.36,clear sky,35.8614,14.3822,The Xara Palace Relais & Chateaux
509,Ramsar,IR,77.0,scattered clouds,36.9226,50.6426,Rasa Residential Hotel
511,Altay,CN,78.67,clear sky,47.8667,88.1167,Jinqiao Hotel
513,Mosquera,CO,55.49,broken clouds,4.7059,-74.2302,Hotel SJ
514,Camacha,PT,69.53,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
515,Council Bluffs,US,56.41,overcast clouds,41.2619,-95.8608,"Holiday Inn Express & Suites Council Bluffs - Conv Ctr Area, an IHG Hotel"
516,Watsa,CD,90.97,broken clouds,3.0372,29.5355,Hôtel Le Pacifique
517,Alford,GB,73.62,few clouds,57.2326,-2.703,The Cottar House
518,Jamkhed,IN,88.0,broken clouds,18.7362,75.3121,Beleshwar coffee center
519,Yulara,AU,62.44,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
520,Mackay,AU,64.38,broken clouds,-21.15,149.2,International Lodge Motel
521,Kokoda,PG,74.08,overcast clouds,-8.8785,147.7407,Daito Guest House
522,Laguna,US,73.76,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
523,Hobyo,SO,82.87,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
525,Muisne,EC,75.51,light rain,0.6,-80.0333,Quinta Samay
528,Lorengau,PG,79.32,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
529,Iralaya,HN,79.99,scattered clouds,15.0,-83.2333,Iglesia morava renovada
530,Bondoukou,CI,89.74,overcast clouds,8.0333,-2.8,Prestige Hotel
531,Warrington,GB,71.01,few clouds,53.3925,-2.5802,Patten Arms Hotel
532,Neuquen,AR,51.69,moderate rain,-38.9516,-68.0591,Hotel del Comahue
533,Tsumeb,,80.15,scattered clouds,-19.2333,17.7167,TeaterHuis Guest House
536,Cairns,AU,70.07,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
537,Santa Engracia,ES,84.0,overcast clouds,41.9406,-1.3245,Casa rural Santa Engracia
538,Sao Filipe,CV,73.6,overcast clouds,14.8961,-24.4956,Hotel Xaguate
539,Piacabucu,BR,79.07,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
540,Crofton,US,58.95,clear sky,39.0018,-76.6875,White House Motel Inc
541,Chifeng,CN,64.62,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
542,Ballitoville,ZA,69.24,clear sky,-29.539,31.2144,Zimbali Lodge
543,Luderitz,,70.57,clear sky,-26.6481,15.1594,LÜDERITZ NEST HOTEL
545,Asau,RO,61.75,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
547,Spearfish,US,52.0,clear sky,44.4908,-103.8594,Travelodge by Wyndham Spearfish
548,Nara,JP,71.49,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
549,Hambantota,LK,89.94,few clouds,6.1241,81.1185,Bungalow 63
550,Peniche,PT,77.47,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
551,Mananjary,MG,80.42,clear sky,-21.2167,48.3333,Vahiny Lodge
552,Sioux Lookout,CA,50.38,few clouds,50.1001,-91.917,Knobby's Fly-In Camps
553,Smoky Lake,CA,57.2,light rain,54.1169,-112.4686,Country Garden Hotel
554,Sola,VU,77.67,overcast clouds,-13.8833,167.55,Leumerus Bungalows
555,The Valley,AI,83.1,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
556,Bayog,PH,75.56,overcast clouds,7.8667,123.0667,JMG Traveller's Inn
557,Huarmey,PE,65.19,overcast clouds,-10.0681,-78.1522,Hotel Miramar
564,Primero De Enero,CU,76.86,scattered clouds,21.9469,-78.4283,Motel Dos Palmas (Maria Machete)
565,Pauini,BR,76.86,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
566,Pitimbu,BR,77.59,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
567,Kemin,KG,71.71,broken clouds,42.7846,75.6892,Hotel Kok-Oirok
568,Blankenberge,BE,77.13,clear sky,51.3131,3.1323,Hotel Concordia
570,Menongue,AO,82.22,clear sky,-14.6585,17.691,Ritz Lauca
571,Kargasok,RU,81.32,broken clouds,59.0556,80.8572,Hotel Kargasok
572,La Romana,DO,77.0,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
573,Los Llanos De Aridane,ES,69.55,scattered clouds,28.6585,-17.9182,Valle Aridane
574,Upata,VE,75.24,overcast clouds,8.0086,-62.3989,Posada Villa Nela
575,Clarksburg,US,55.0,overcast clouds,39.2807,-80.3445,Greenbrier Motel & Restaurant
576,Jonkoping,SE,78.51,clear sky,57.7814,14.1562,Scandic Portalen
577,Ouesso,CG,92.82,broken clouds,1.6136,16.0517,Hôtel LAVOUMA suite
580,Barcelos,PT,78.01,broken clouds,41.5388,-8.6151,Hotel Do Terço
581,Trinidad,BO,62.58,broken clouds,-14.8333,-64.9,Hotel Piesta
582,Conceicao Do Araguaia,BR,80.73,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
583,Puerto Colombia,CO,80.69,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
584,Bluefields,NI,80.67,few clouds,12.0137,-83.7635,Flamingo Hotel and Casino
585,Phuket,TH,82.62,few clouds,8.0,98.25,The Surin Phuket
586,Skowhegan,US,52.38,overcast clouds,44.7651,-69.7192,Kyes Motel
587,Oranjestad,AW,84.0,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
588,Ishigaki,JP,81.75,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
589,Imbituba,BR,60.69,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
590,San Matias,BO,70.09,overcast clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
591,Sezze,IT,77.59,scattered clouds,41.5033,13.0641,B&B Circolo Ippico Semprevisa
592,Olden,NO,73.11,scattered clouds,61.8364,6.8064,Nesset Fjordcamping Olden
593,Bambous Virieux,MU,80.85,few clouds,-20.3428,57.7575,Casa Tia Villa
594,Tomatlan,MX,71.78,overcast clouds,19.9333,-105.25,Norma franco
595,Thabazimbi,ZA,66.94,broken clouds,-24.5917,27.4116,Eagle's Rest
597,Jaciara,BR,75.67,overcast clouds,-15.9653,-54.9683,Taba Hotel
598,Muroto,JP,69.73,few clouds,33.2833,134.15,Oota Ryokan
600,Belmonte,BR,77.5,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
601,Pimenta Bueno,BR,73.89,broken clouds,-11.6725,-61.1936,Cristalina Palace Hotel
602,Tuscaloosa,US,60.8,clear sky,33.2098,-87.5692,Hampton Inn Tuscaloosa-University
604,Kosh-Agach,RU,62.2,scattered clouds,50.0,88.6667,Fermerskiy Dom v Kosh-Agache
605,Marsaxlokk,MT,77.61,clear sky,35.8419,14.5431,Water's Edge
607,Miandrivazo,MG,87.44,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
608,Laukaa,RU,62.89,overcast clouds,58.7372,29.8453,U Lysoy Gory Hotel
609,Zhangye,CN,73.47,scattered clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
610,Ramon,PH,78.8,overcast clouds,16.7842,121.535,May traveller's Inn
611,Atbasar,KZ,89.6,scattered clouds,51.8,68.3333,"The Ritz-Carlton, Astana"
614,Mporokoso,ZM,79.61,scattered clouds,-9.3727,30.125,Government Guest House
615,Hofn,IS,50.02,broken clouds,64.2539,-15.2082,Hótel Höfn
616,Novobirilyussy,RU,63.99,broken clouds,56.9514,90.6661,Gostinitsa
618,Joao Pinheiro,BR,76.24,overcast clouds,-17.7425,-46.1725,Hotel Santos
619,Jasper,US,59.0,clear sky,37.2001,-94.3502,Guest House Motel
621,Strazske,SK,63.45,light rain,48.8735,21.8367,Hotel Jánošík ****
623,Key Largo,US,82.02,few clouds,25.0865,-80.4473,Bayside Inn Key Largo
624,Flin Flon,CA,55.24,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
625,Ipora,BR,76.28,overcast clouds,-16.4419,-51.1178,Oásis Motel
626,Lillesand,NO,78.35,clear sky,58.2488,8.3778,Lillesand Hotel Norway
627,Pennsauken,US,55.0,overcast clouds,39.9562,-75.058,"Crowne Plaza Philadelphia-Cherry Hill, an IHG Hotel"
628,Kualakapuas,ID,80.76,overcast clouds,-3.0091,114.3876,Guest House Izonk
629,Cocal,BR,55.33,clear sky,-28.6167,-49.35,Motel Tropical
630,Conakry,GN,84.27,broken clouds,9.538,-13.6773,Riviera Royal Hotel
631,Quatre Cocos,MU,80.71,clear sky,-20.2078,57.7625,Emeraude Beach Attitude Hotel
633,Sibolga,ID,78.58,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
635,Fayaoue,NC,72.5,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
636,Rodeo,US,62.19,clear sky,38.033,-122.2669,Captain's Cottage
637,De Panne,BE,73.99,few clouds,51.0792,2.5917,Hotel aan Zee
638,Lianran,CN,79.34,broken clouds,24.9227,102.485,半岛酒店
639,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
641,Balugaon,IN,94.98,light rain,20.1667,85.1,Govind Chandra Pradhan
642,Kapiri Mposhi,ZM,79.68,clear sky,-13.9652,28.6809,MA 22 LODGE
644,Omboue,GA,82.63,overcast clouds,-1.5746,9.2618,Hotel Olako
646,Lindi,TZ,83.28,broken clouds,-10.0,39.7167,Lindi paradise house
647,Aglalana,PH,78.87,light rain,11.1772,122.6567,Liane's Place - Farm House
649,Geilo,NO,75.0,broken clouds,60.5333,8.2076,Havsdalsgrenda Geilo
650,Llangefni,GB,68.77,few clouds,53.2556,-4.3106,Bull Hotel
651,Alghero,IT,75.29,few clouds,40.5589,8.3181,Villa Las Tronas Hotel & Spa
652,Sokoni,TZ,79.54,broken clouds,-6.4333,39.55,Ujamaa Beach Resort
653,Zheshart,RU,56.43,broken clouds,62.0731,49.5733,"Gostinitsa, Zao Zhfk"
654,Iquitos,PE,71.64,broken clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
655,Damavand,IR,95.0,clear sky,35.7178,52.065,آپارتمان زمانیان
656,Kaohsiung,TW,85.95,broken clouds,22.6163,120.3133,御宿商旅-中山館
657,Preili,LV,57.94,scattered clouds,56.2944,26.7246,Guest House Magones
658,Camapua,BR,71.44,overcast clouds,-19.5314,-54.0439,Comercial Estrela
659,Moindou,NC,58.95,scattered clouds,-21.6924,165.677,Gite de la RYAWA
660,Cotonou,BJ,87.78,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
662,Jacqueville,CI,84.11,light rain,5.2052,-4.4146,Hotel Le Martin Pecheur
663,General Pico,AR,51.75,broken clouds,-35.6566,-63.7568,Hotel Malargue
664,Silver City,US,60.84,clear sky,32.7701,-108.2803,Copper Manor Motel
665,Okmulgee,US,60.87,clear sky,35.6234,-95.9605,"Holiday Inn Express & Suites Okmulgee, an IHG Hotel"
666,Nicoya,CR,69.35,scattered clouds,10.1483,-85.452,Guayacan Real
667,Yima,CN,77.52,light rain,34.7381,111.8839,Yima Hotel
668,Jalu,LY,96.96,clear sky,29.0331,21.5482,صاحبة الفخامة
670,Valparaiso,CL,55.04,clear sky,-33.0393,-71.6273,Hotel Ultramar
672,Kitgum,UG,94.48,broken clouds,3.2783,32.8867,Jaflo Gardens Hotel
673,Maumere,ID,80.2,broken clouds,-8.6199,122.2111,Sylvia Hotel
674,Dali,CN,72.18,broken clouds,25.7,100.1833,Dali Travelling With Hostel
675,Matagami,CA,55.51,clear sky,49.7502,-77.6328,Hôtel Matagami
676,Santa Marta,CO,83.98,overcast clouds,11.2408,-74.199,Casa de Isabella
677,Carutapera,BR,80.46,few clouds,-1.195,-46.02,Lidera
679,Murmashi,RU,51.8,broken clouds,68.8154,32.8115,Airport Murmansk Hotel
681,Padang,ID,78.85,broken clouds,-0.9492,100.3543,Mercure Padang
682,Urusha,RU,52.5,overcast clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
686,San Jose,US,60.66,clear sky,37.3394,-121.895,The Westin San Jose
687,Richards Bay,ZA,69.49,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
688,Abha,SA,88.05,clear sky,18.2164,42.5053,Abha Hotel
689,Hushitai,CN,67.91,light rain,41.9322,123.5114,Home Inn Plus Shenyang Shihutai University Town
690,Mathathane,BW,66.0,overcast clouds,-22.2687,28.7495,Selepswe Resort
691,Svetlyy,RU,60.85,scattered clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
693,Paita,PE,66.76,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
694,General Salgado,BR,69.53,overcast clouds,-20.6483,-50.3606,TUTU HOTEL
695,Camana,PE,65.03,overcast clouds,-16.6228,-72.7111,Hostal Morales
696,Paidha,UG,79.95,broken clouds,2.4167,30.9855,OPIPAAF (OTHUMBA PITHUA PALWONGA )
697,Raichur,IN,97.52,broken clouds,16.2,77.3667,Hotel CM Residency
698,Klagenfurt,AT,67.42,few clouds,46.6247,14.3053,DER SANDWIRTH
699,Hoskote,IN,89.89,scattered clouds,13.0669,77.7983,Hotel LG PARK
700,Amudat,UG,86.63,broken clouds,1.95,34.95,Silent Night Hotel
701,Cavalcante,BR,76.69,clear sky,-13.7975,-47.4583,Pousada Vila dos Ipês
704,Lewisburg,US,57.81,clear sky,35.4492,-86.7889,Celebration Inn
